Supplier Code,Product ID #,Product Name,Product Description,Imprint Size,Color Name,Color Value,Inventory Level,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code
APLUSWINEDESIGNS,501E,Rustic Laser Engraved Standard Wood Box,"Laser engraved rustic wood gift box with rope handle. Box fits a single wine
bottle, two stemless wine glasses, or two rocks glasses. Lid is a slide top.
Will make a great presentation for your thank you gift or award. Box fits most
wine and champagne bottles. Inside dimensions: 12.875"" h x 3.25"" w x 3.5"" d.
Optional excelsior wood shavings or crinkle paper is available.",,,,,12,47,40.0667,R,48,107,33.4667,R,108,203,30,R,204,299,27.3667,R,300,600,26.6833,R
APLUSWINEDESIGNS,501E,Rustic Laser Engraved Standard Wood Box,,,0,,,,,,,,,,,,,,,,,,,,
APLUSWINEDESIGNS,501FauxE,Branded Black Faux Leather Box,"Laser etched gift box that fits a single bottle of most wine or champagne. A
beautiful and classy way to display any wine gift. Inside dimensions are 13.25""
h x 3.75"" w x 3.75""d.",,,,,12,47,48.9833,R,48,107,44.5333,R,108,203,41.25,R,204,299,38.9833,R,300,600,38.4833,R
APLUSWINEDESIGNS,501FauxE,Branded Black Faux Leather Box,,,0,,,,,,,,,,,,,,,,,,,,
APLUSWINEDESIGNS,501LE,Rustic Laser Engraved Liquor Wood Box,"Laser engraved rustic wood gift box with rope handle. Box fits a variety of
different liquor options. Lid is a slide top. Will make a great presentation for
your thank you gift or award. Optional excelsior wood shavings or crinkle paper
is available. Inside Dimensions 12"" x 6"" x 4.5.""",,,,,12,47,45.5667,R,48,107,41.1167,R,108,203,37.3333,R,204,299,31.4,R,300,600,29.0667,R
APLUSWINEDESIGNS,501LE,Rustic Laser Engraved Liquor Wood Box,,,0,,,,,,,,,,,,,,,,,,,,
APLUSWINEDESIGNS,501ME,Rustic Laser Engraved Magnum Wood Box,"Laser engraved rustic wood gift box with rope handle. Box fits a single magnum
1.5L wine bottle. Lid is a slide top. Will make a great presentation for your
thank you gift or award. Box fits most wine and champagne bottles. Inside
dimensions: 16.25"" h x 5.5"" w x 4.25"" d. Removable neck cradle for additional
support fits at 11.125"" h. Optional excelsior wood shavings or crinkle paper is
available.",,,,,12,47,56.1333,R,48,107,50.8167,R,108,203,43.3,R,204,299,41.2333,R,300,600,39.8667,R
APLUSWINEDESIGNS,501ME,Rustic Laser Engraved Magnum Wood Box,,,0,,,,,,,,,,,,,,,,,,,,
APLUSWINEDESIGNS,501RE,Rustic Laser Engraved Wood Box,"Laser engraved rustic wood gift box with rope handle. Box fits our Romeo &
Guilietta olive oil and balsamic gift set. Box will also fit a bottle of Patron
tequila. Lid is a slide top. Will make a great presentation for your thank you
gift or award. Inside dimensions: 9.25"" h x 5.625"" w x 4.5"" d. Optional
excelsior wood shavings or crinkle paper is available.",,,,,12,47,43.7333,R,48,107,37.8667,R,108,203,33.6667,R,204,299,29.5667,R,300,600,27.2333,R
APLUSWINEDESIGNS,501RE,Rustic Laser Engraved Wood Box,,,0,,,,,,,,,,,,,,,,,,,,
APLUSWINEDESIGNS,502E,Rustic Laser Engraved Double Wood Box,"Laser engraved rustic wood gift box with rope handle. Box fits a two wine
bottles, or one wine bottle with two stemless wine glasses or two rocks glasses.
Lid is a slide top. Will make a great presentation for your thank you gift or
award. Box fits most wine and champagne bottles. Inside dimensions: 12.875"" h x
7.25"" w x 3.5"" d. Optional excelsior wood shavings or crinkle paper is
available. Wood dividers are removable.",,,,,12,47,56.75,R,48,107,47.2167,R,108,203,40.35,R,204,299,36.9833,R,300,600,34.15,R
APLUSWINEDESIGNS,502E,Rustic Laser Engraved Double Wood Box,,,0,,,,,,,,,,,,,,,,,,,,
