Supplier Code,Product ID #,Product Name,Product Description,Imprint Size,Color Name,Color Value,Inventory Level,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code
zingmfg,02002-01,Affinity Ballpoint Pen,"Getting your brand in front of customers is simple with this promotional writing
tool! The Affinity Ballpoint Pen is constructed of brass and features a
twist-action mechanism with matte color upper barrel and shiny chrome lower
barrel. This pen is mid-weight which feels great in your hands. We offer an
optional upgrade to our signature Triangle Gift box, for holiday or appreciation
gifts. Use our customization methods and add a brand name, logo or marketing
message. Reach potential clients far and wide the next time you give this
product away at your next event! Additional decoration charges may apply.
Additional decoration charges may apply.",,,,,12,49,5.18,,50,99,3.76,,100,249,3.59,,250,500,3.4,
zingmfg,02037-01,Matte Finish Ballpoint Pen,"A hard worker needs a heavyweight pen. Next time you jot down a note, reach for
this Matte Finish Ballpoint Pen, a sturdy pen that comes in a matte finish and
writes in black ink. Keep up to date with your most important notes with a pen
that creates a super smooth writing experience. Available in professional,
polished colors that will bring class to your collection. Stay on brand right in
your hand. Use our imprinting methods to display your company logo, slogan or
symbol. Gift to clients in any field that will appreciate this practical gift.
Additional decoration charges may apply. Additional decoration charges may
apply.",,,,,12,49,6.3,,50,99,5.01,,100,249,4.68,,250,500,4.48,
zingmfg,02037-01-01,BLACK,BLACK,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02037-01-03,BURGUNDY,BURGUNDY,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02037-01-00,SILVER,SILVER,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02038-01,Carbon Fiber Ballpoint Pen/Stylus,"This 2-in-1 promotional pen is """"write-on!"""" This elegant twist-action ballpoint
pen and stylus comes with a brass cap and carbon fiber barrel. Each pen is
designed with material that makes its colors radiate with its special
light-refracting effect. The pen also has a """"heavy-weight"""" feel for a sturdy
grip to help you write your important notes and memos. Use our customization
options to display your company logo, name or messaging. An optional upgrade to
Signature Triangle Gift Box is available. Each pen comes in a velvet pouch.
Additional decoration charges may apply. Additional decoration charges may
apply.",,,,,12,49,6.2,,50,99,4.75,,100,249,4.62,,250,500,4.48,
zingmfg,02038-01-01,BLACK,BLACK,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02039-01,Torpedo Ballpoint Pen/Stylus,"The Torpedo Ballpoint Pen/Stylus puts a twist on your average writing utensil!
This medium-weight twist-action ballpoint pen comes with a rubber grip, and
stylus tip for you to tap/select on your touchscreen devices. From writing your
meeting notes to scrolling through on your touch-screen device, this versatile
product will be a hit at your next tradeshow! With customization, you can
display your business name, logo or message for all to see. Additional
decoration charges may apply. Additional decoration charges may apply.",,,,,12,49,4.22,,50,99,3.4,,100,249,3.2,,250,500,3.03,
zingmfg,02039-01-01,BLACK,BLACK,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02039-01-02,BLUE,BLUE,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02039-01-03,BURGUNDY,BURGUNDY,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02039-01-05,GREEN,GREEN,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02039-01-09,RED,RED,,0,,,,,,,,,,,,,,,,,,,,
