Supplier Code,Product ID #,Product Name,Product Description,Imprint Size,Color Name,Color Value,Inventory Level,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code
stormcreek,1570-WH-M,Sightseer Long Sleeve Hoodie-M,White - WH,,97,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-WH-L,Sightseer Long Sleeve Hoodie-L,White - WH,,0,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-WH-XL,Sightseer Long Sleeve Hoodie-XL,White - WH,,179,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-WH-2XL,Sightseer Long Sleeve Hoodie-2XL,White - WH,,96,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-WH-3XL,Sightseer Long Sleeve Hoodie-3XL,White - WH,,25,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-WH-4XL,Sightseer Long Sleeve Hoodie - 4XL-4XL,White - WH,,128,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-MGN-S,Sightseer Long Sleeve Hoodie-S,Meadow Green - MGN,,0,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-MGN-M,Sightseer Long Sleeve Hoodie-M,Meadow Green - MGN,,221,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-MGN-L,Sightseer Long Sleeve Hoodie-L,Meadow Green - MGN,,79,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-MGN-XL,Sightseer Long Sleeve Hoodie-XL,Meadow Green - MGN,,78,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-MGN-2XL,Sightseer Long Sleeve Hoodie-2XL,Meadow Green - MGN,,127,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-MGN-3XL,Sightseer Long Sleeve Hoodie-3XL,Meadow Green - MGN,,0,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-MGN-4XL,Sightseer Long Sleeve Hoodie - 4XL-4XL,Meadow Green - MGN,,130,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-ODB-S,Sightseer Long Sleeve Hoodie-S,Olive Drab - ODB,,21,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-ODB-M,Sightseer Long Sleeve Hoodie-M,Olive Drab - ODB,,12,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-ODB-L,Sightseer Long Sleeve Hoodie-L,Olive Drab - ODB,,63,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-ODB-XL,Sightseer Long Sleeve Hoodie-XL,Olive Drab - ODB,,0,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-ODB-2XL,Sightseer Long Sleeve Hoodie-2XL,Olive Drab - ODB,,67,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-ODB-3XL,Sightseer Long Sleeve Hoodie-3XL,Olive Drab - ODB,,31,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-ODB-4XL,Sightseer Long Sleeve Hoodie - 4XL-4XL,Olive Drab - ODB,,22,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-SNF-S,Sightseer Long Sleeve Hoodie-S,Sunflower- SNF,,35,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-SNF-M,Sightseer Long Sleeve Hoodie-M,Sunflower- SNF,,0,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-SNF-L,Sightseer Long Sleeve Hoodie-L,Sunflower- SNF,,34,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-SNF-XL,Sightseer Long Sleeve Hoodie-XL,Sunflower- SNF,,0,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-SNF-2XL,Sightseer Long Sleeve Hoodie-2XL,Sunflower- SNF,,0,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-SNF-3XL,Sightseer Long Sleeve Hoodie-3XL,Sunflower- SNF,,0,,,,,,,,,,,,,,,,,,,,
stormcreek,1570-SNF-4XL,Sightseer Long Sleeve Hoodie-4XL,Sunflower- SNF,,0,,,,,,,,,,,,,,,,,,,,
stormcreek,1575,Sightseer Long Sleeve Hoodie,Long Sleeve Lightweight Hoodie,NA,,,,0,0,20,
stormcreek,1575-DH-XS,Sightseer Long Sleeve Hoodie-XS,Dark Heather Gray - DH,,29,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-DH-S,Sightseer Long Sleeve Hoodie-S,Dark Heather Gray - DH,,27,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-DH-M,Sightseer Long Sleeve Hoodie-M,Dark Heather Gray - DH,,1,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-DH-L,Sightseer Long Sleeve Hoodie-L,Dark Heather Gray - DH,,27,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-DH-XL,Sightseer Long Sleeve Hoodie-XL,Dark Heather Gray - DH,,27,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-DH-2XL,Sightseer Long Sleeve Hoodie-2XL,Dark Heather Gray - DH,,-1,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-DH-3XL,Sightseer Long Sleeve Hoodie-3XL,Dark Heather Gray - DH,,101,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-WH-XS,Sightseer Long Sleeve Hoodie-XS,White - WH,,118,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-WH-S,Sightseer Long Sleeve Hoodie-S,White - WH,,132,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-WH-M,Sightseer Long Sleeve Hoodie-M,White - WH,,89,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-WH-L,Sightseer Long Sleeve Hoodie-L,White - WH,,53,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-WH-XL,Sightseer Long Sleeve Hoodie-XL,White - WH,,-1,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-WH-2XL,Sightseer Long Sleeve Hoodie-2XL,White - WH,,165,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-WH-3XL,Sightseer Long Sleeve Hoodie-3XL,White - WH,,176,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-MGN-XS,Sightseer Long Sleeve Hoodie-XS,Meadow Green - MGN,,173,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-MGN-S,Sightseer Long Sleeve Hoodie-S,Meadow Green - MGN,,155,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-MGN-M,Sightseer Long Sleeve Hoodie-M,Meadow Green - MGN,,130,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-MGN-L,Sightseer Long Sleeve Hoodie-L,Meadow Green - MGN,,-1,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-MGN-XL,Sightseer Long Sleeve Hoodie-XL,Meadow Green - MGN,,137,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-MGN-2XL,Sightseer Long Sleeve Hoodie-2XL,Meadow Green - MGN,,147,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-MGN-3XL,Sightseer Long Sleeve Hoodie-3XL,Meadow Green - MGN,,185,,,,,,,,,,,,,,,,,,,,
stormcreek,1575-NMG-XS,Sightseer Long Sleeve Hoodie-XS,Nutmeg - NMG,,142,,,,,,,,,,,,,,,,,,,,
